,p_mp
2/18/2024 17:00,5335.996128
2/18/2024 18:00,4603.062048
2/18/2024 19:00,52.49255297
2/18/2024 20:00,0
2/18/2024 21:00,0
2/18/2024 22:00,0
2/18/2024 23:00,0
2/19/2024 0:00,0
2/19/2024 1:00,0
2/19/2024 2:00,0
2/19/2024 3:00,0
2/19/2024 4:00,0
2/19/2024 5:00,0
2/19/2024 6:00,0
2/19/2024 7:00,0
2/19/2024 8:00,42.33169556
2/19/2024 9:00,352.0567332
2/19/2024 10:00,639.3036656
2/19/2024 11:00,2760.08112
2/19/2024 12:00,5061.57627
2/19/2024 13:00,4420.940712
2/19/2024 14:00,3300.146697
2/19/2024 15:00,3323.837826
2/19/2024 16:00,4390.655334
2/19/2024 17:00,5326.076941
2/19/2024 18:00,4674.954099
2/19/2024 19:00,56.54904109
2/19/2024 20:00,0
2/19/2024 21:00,0
2/19/2024 22:00,0
2/19/2024 23:00,0
2/20/2024 0:00,0
2/20/2024 1:00,0
2/20/2024 2:00,0
2/20/2024 3:00,0
2/20/2024 4:00,0
2/20/2024 5:00,0
2/20/2024 6:00,0
2/20/2024 7:00,0
2/20/2024 8:00,46.90086102
2/20/2024 9:00,332.7807094
2/20/2024 10:00,622.0006653
2/20/2024 11:00,2698.331889
2/20/2024 12:00,4983.914146
2/20/2024 13:00,3853.328987
2/20/2024 14:00,3261.980061
2/20/2024 15:00,3310.114397
2/20/2024 16:00,4424.200464
2/20/2024 17:00,5332.341615
2/20/2024 18:00,4636.522282
2/20/2024 19:00,60.42796321
2/20/2024 20:00,0
2/20/2024 21:00,0
2/20/2024 22:00,0
2/20/2024 23:00,0
2/21/2024 0:00,0
2/21/2024 1:00,0
2/21/2024 2:00,0
2/21/2024 3:00,0
2/21/2024 4:00,0
2/21/2024 5:00,0
2/21/2024 6:00,0
2/21/2024 7:00,0
2/21/2024 8:00,57.6054739
2/21/2024 9:00,385.4576966
2/21/2024 10:00,735.3412658
2/21/2024 11:00,2707.001464
2/21/2024 12:00,5048.845782
2/21/2024 13:00,4189.645317
2/21/2024 14:00,3604.269962
2/21/2024 15:00,2897.429535
2/21/2024 16:00,3597.961816
2/21/2024 17:00,2903.18339
2/21/2024 18:00,1114.153048
2/21/2024 19:00,65.12623942
2/21/2024 20:00,0
2/21/2024 21:00,0
2/21/2024 22:00,0
2/21/2024 23:00,0
2/22/2024 0:00,0
2/22/2024 1:00,0
2/22/2024 2:00,0
2/22/2024 3:00,0
2/22/2024 4:00,0
2/22/2024 5:00,0
2/22/2024 6:00,0
2/22/2024 7:00,0
2/22/2024 8:00,30.141729
2/22/2024 9:00,627.411818
2/22/2024 10:00,1689.834417
2/22/2024 11:00,1742.340919
2/22/2024 12:00,2511.51267
2/22/2024 13:00,3099.491578
2/22/2024 14:00,2192.62773
2/22/2024 15:00,2265.678287
2/22/2024 16:00,2814.439889
2/22/2024 17:00,4165.915716
2/22/2024 18:00,4028.193808
2/22/2024 19:00,74.71901641
2/22/2024 20:00,0
2/22/2024 21:00,0
2/22/2024 22:00,0
2/22/2024 23:00,0
2/23/2024 0:00,0
2/23/2024 1:00,0
2/23/2024 2:00,0
2/23/2024 3:00,0
2/23/2024 4:00,0
2/23/2024 5:00,0
2/23/2024 6:00,0
2/23/2024 7:00,0
2/23/2024 8:00,64.5234164
2/23/2024 9:00,352.6027572
2/23/2024 10:00,709.3603969
2/23/2024 11:00,2778.560348
2/23/2024 12:00,5072.847777
2/23/2024 13:00,3555.276854
2/23/2024 14:00,3280.826198
2/23/2024 15:00,3566.288471
2/23/2024 16:00,4161.590762
2/23/2024 17:00,3777.960485
2/23/2024 18:00,2657.796278
2/23/2024 19:00,70.37216977
2/23/2024 20:00,0
2/23/2024 21:00,0
2/23/2024 22:00,0
2/23/2024 23:00,0
2/24/2024 0:00,0
2/24/2024 1:00,0
2/24/2024 2:00,0
2/24/2024 3:00,0
2/24/2024 4:00,0
2/24/2024 5:00,0
2/24/2024 6:00,0
2/24/2024 7:00,0
2/24/2024 8:00,62.32637018
2/24/2024 9:00,620.1488701
2/24/2024 10:00,845.9455447
2/24/2024 11:00,3356.518175
2/24/2024 12:00,6139.196176
2/24/2024 13:00,3728.419626
2/24/2024 14:00,3857.82327
2/24/2024 15:00,3327.181909
2/24/2024 16:00,4692.910786
2/24/2024 17:00,5711.797414
2/24/2024 18:00,5069.571776
2/24/2024 19:00,85.80269364
2/24/2024 20:00,0
2/24/2024 21:00,0
2/24/2024 22:00,0
2/24/2024 23:00,0
2/25/2024 0:00,0
2/25/2024 1:00,0
2/25/2024 2:00,0
2/25/2024 3:00,0
2/25/2024 4:00,0
2/25/2024 5:00,0
2/25/2024 6:00,0
2/25/2024 7:00,0
2/25/2024 8:00,78.30704138
2/25/2024 9:00,362.7844862
2/25/2024 10:00,771.5436051
2/25/2024 11:00,2878.856972
2/25/2024 12:00,5190.474731
2/25/2024 13:00,3455.781757
2/25/2024 14:00,3234.270338
2/25/2024 15:00,3322.725202
2/25/2024 16:00,4588.305622
2/25/2024 17:00,5478.472678
2/25/2024 18:00,4823.945455
2/25/2024 19:00,90.33886161
2/25/2024 20:00,0
2/25/2024 21:00,0
2/25/2024 22:00,0
2/25/2024 23:00,0
2/26/2024 0:00,0
2/26/2024 1:00,0
2/26/2024 2:00,0
2/26/2024 3:00,0
2/26/2024 4:00,0
2/26/2024 5:00,0
2/26/2024 6:00,0
2/26/2024 7:00,0
2/26/2024 8:00,86.48681854
2/26/2024 9:00,371.556692
2/26/2024 10:00,806.1611382
2/26/2024 11:00,2878.942184
2/26/2024 12:00,5065.046443
2/26/2024 13:00,3375.878157
2/26/2024 14:00,3213.32277
2/26/2024 15:00,3338.320796
2/26/2024 16:00,4648.362031
2/26/2024 17:00,5450.132266
2/26/2024 18:00,4520.780922
2/26/2024 19:00,111.4730801
2/26/2024 20:00,0
2/26/2024 21:00,0
2/26/2024 22:00,0
2/26/2024 23:00,0
2/27/2024 0:00,0
2/27/2024 1:00,0
2/27/2024 2:00,0
2/27/2024 3:00,0
2/27/2024 4:00,0
2/27/2024 5:00,0
2/27/2024 6:00,0
2/27/2024 7:00,0
2/27/2024 8:00,95.27411501
2/27/2024 9:00,800.142187
2/27/2024 10:00,1419.3119
2/27/2024 11:00,1774.393746
2/27/2024 12:00,2308.35164
2/27/2024 13:00,2735.883195
2/27/2024 14:00,3125.020726
2/27/2024 15:00,3018.977387
2/27/2024 16:00,2269.847161
2/27/2024 17:00,1481.436944
2/27/2024 18:00,2192.8802
2/27/2024 19:00,86.03489232
2/27/2024 20:00,0
2/27/2024 21:00,0
2/27/2024 22:00,0
2/27/2024 23:00,0
2/28/2024 0:00,0
2/28/2024 1:00,0
2/28/2024 2:00,0
2/28/2024 3:00,0
2/28/2024 4:00,0
2/28/2024 5:00,0
2/28/2024 6:00,0
2/28/2024 7:00,0
2/28/2024 8:00,73.0666684
2/28/2024 9:00,417.8782647
2/28/2024 10:00,1274.873733
2/28/2024 11:00,4199.266398
2/28/2024 12:00,6192.29607
2/28/2024 13:00,3496.362885
2/28/2024 14:00,3424.803495
2/28/2024 15:00,3585.289096
2/28/2024 16:00,5084.490376
2/28/2024 17:00,6147.059985
2/28/2024 18:00,5591.881678
2/28/2024 19:00,115.4291915
2/28/2024 20:00,0
2/28/2024 21:00,0
2/28/2024 22:00,0
2/28/2024 23:00,0
2/29/2024 0:00,0
2/29/2024 1:00,0
2/29/2024 2:00,0
2/29/2024 3:00,0
2/29/2024 4:00,0
2/29/2024 5:00,0
2/29/2024 6:00,0
2/29/2024 7:00,0
2/29/2024 8:00,114.3200403
2/29/2024 9:00,376.1817623
2/29/2024 10:00,930.5681563
2/29/2024 11:00,3134.792434
2/29/2024 12:00,5319.457872
2/29/2024 13:00,3366.775824
2/29/2024 14:00,3314.229163
2/29/2024 15:00,3487.878373
2/29/2024 16:00,4937.419763
2/29/2024 17:00,5921.148023
2/29/2024 18:00,5329.781186
2/29/2024 19:00,119.4577945
2/29/2024 20:00,0
2/29/2024 21:00,0
2/29/2024 22:00,0
2/29/2024 23:00,0
3/1/2024 0:00,0
3/1/2024 1:00,0
3/1/2024 2:00,0
3/1/2024 3:00,0
3/1/2024 4:00,0
3/1/2024 5:00,0
3/1/2024 6:00,0
3/1/2024 7:00,0
3/1/2024 8:00,177.7034061
3/1/2024 9:00,1099.748558
3/1/2024 10:00,1977.766054
3/1/2024 11:00,3527.120741
3/1/2024 12:00,4898.310767
3/1/2024 13:00,2013.514371
3/1/2024 14:00,2288.300382
3/1/2024 15:00,1615.28405
